code
600012
601633
600285
002432
601225
002959
000423
002032
300724
300641
600566
600600
603393
600461
000951
600132
000651
603515
603939
002832
601098
600007
002818
600938
603529
600104
002543
600211
000915
605098
002884
000858
002393
605305
600329
002508
600066
601811
601019
600519
601827
000513
603230
603363
600976
002091
000568
002563
000719
603551
601928
603195
600757
603613
603129
600060
002572
688036
300772
001323
600380
600398
600742
601127
600809
002035
603053
300628
600551
000596
000913
301339
600035
688606
688349
600511
300972
000921
000526
002140
600873
688819
603833
600741
600582
600690
000957
603718
002056
688648
600170
000550
002555
688581
300979
603325
603605
603207
603899
002705
300002
603369
603676
603815
600682
603855
605338
601921
601083
600415
603444
000650
000333
600609
000848
002612
600993
688526
002489
600817
002749
300994
603518
601717
300446
603100
002588
600262
603706
600339
000680
600354
002058
603317
601163
301109
600897
301061
603338
600826
600284
603198
600517
601900
600507
603886
300770
601369
600710
002941
002367
002546
300226
000625
600120
002217
001395
300533
605166
601117
600861
600820
002668
001914
000404
600373
002116
601686
600662
600835
002043
603173
002483
603031
301004
002507
603303
603233
002216
300193
603909
600839
000997
601886
002346
002395
000715
300384
601038
600382
000928
600814
002758
601801
603766
000338
603599
002011
300360
689009
